代码,部门名称,农产品,林产品,畜牧产品,渔产品,农、林、牧、渔服务产品,煤炭开采和洗选产品,石油和天然气开采产品,黑色金属矿采选产品,有色金属矿采选产品,非金属矿采选产品,开采辅助活动和其他采矿产品,谷物磨制品,饲料加工品,植物油加工品,糖及糖制品,屠宰及肉类加工品,水产加工品,蔬菜、水果、坚果和其他农副食品加工品,方便食品,乳制品,调味品、发酵制品,其他食品,酒精和酒,饮料,精制茶,烟草制品,棉、化纤纺织及印染精加工品,毛纺织及染整精加工品,麻、丝绢纺织及加工品,针织或钩针编织及其制品,纺织制成品,纺织服装服饰,皮革、毛皮、羽毛及其制品,鞋,木材加工和木、竹、藤、棕、草制品,家具,造纸和纸制品,印刷和记录媒介复制品,工艺美术品,文教、体育和娱乐用品,精炼石油和核燃料加工品,煤炭加工品,基础化学原料,肥料,农药,涂料、油墨、颜料及类似产品,合成材料,专用化学产品和炸药、火工、焰火产品,日用化学产品,医药制品,化学纤维制品,橡胶制品,塑料制品,水泥、石灰和石膏,石膏、水泥制品及类似制品,砖瓦、石材等建筑材料,玻璃和玻璃制品,陶瓷制品,耐火材料制品,石墨及其他非金属矿物制品,钢,钢压延产品,铁及铁合金产品,有色金属及其合金,有色金属压延加工品,金属制品,锅炉及原动设备,金属加工机械,物料搬运设备,泵、阀门、压缩机及类似机械,烘炉、风机、包装等设备,文化、办公用机械,其他通用设备,采矿、冶金、建筑专用设备,化工、木材、非金属加工专用设备,农、林、牧、渔专用机械,医疗仪器设备及器械,其他专用设备,汽车整车,汽车零部件及配件,铁路运输和城市轨道交通设备,船舶及相关装置,其他交通运输设备,电机,输配电及控制设备,电线、电缆、光缆及电工器材,电池,家用器具,其他电气机械和器材,计算机,通信设备,广播电视设备和雷达及配套设备,视听设备,电子元器件,其他电子设备,仪器仪表,其他制造产品,废弃资源和废旧材料回收加工品,金属制品、机械和设备修理服务,电力、热力生产和供应,燃气生产和供应,水的生产和供应,住宅房屋建筑,体育场馆和其他房屋建筑,铁路、道路、隧道和桥梁工程建筑,其他土木工程建筑,建筑安装,建筑装饰、装修和其他建筑服务,批发,零售,铁路旅客运输,铁路货物运输和运输辅助活动,城市公共交通及公路客运,道路货物运输和运输辅助活动,水上旅客运输,水上货物运输和运输辅助活动,航空旅客运输,航空货物运输和运输辅助活动,管道运输,多式联运和运输代理,装卸搬运和仓储,邮政,住宿,餐饮,电信,广播电视及卫星传输服务,互联网和相关服务,软件服务,信息技术服务,货币金融和其他金融服务,资本市场服务,保险,房地产,租赁,商务服务,研究和试验发展,专业技术服务,科技推广和应用服务,水利管理,生态保护和环境治理,公共设施及土地管理,居民服务,其他服务,教育,卫生,社会工作,新闻和出版,广播、电视、电影和影视录音制作,文化艺术,体育,娱乐,社会保障,公共管理和社会组织,农村居民消费支出,城镇居民消费支出,政府消费支出,固定资本形成总额,存货变动,出口,进口,总产出,
66126,货币金融和其他金融服务,7039680,653158,1264031,1726723,365695,11197320,3298282,788735,1748417,2274427,338772,402198,550276,256422,248476,255946,161881,664817,126652,63760,266475,248664,982862,318232,372371,253737,2243028,229941,135235,387482,640338,989679,488087,223325,1349187,553183,3586540,1082507,366562,785451,4039095,920875,4074215,1251670,240052,395160,2768634,2483039,43555,5787285,899203,1258741,2477835,5147584,1790492,1489744,2366215,1207028,380427,577907,1486233,17938232,874675,9191173,2959380,8892541,749729,684580,485743,1240292,529328,38909,2713862,2621584,1386822,165650,873500,2000296,883886,3841361,164421,947620,630610,1824294,3673387,1063807,545090,1206710,617881,4038355,2595854,758666,838136,6415227,1889063,1376020,1086849,253627,235643,28379385,2841800,2256748,34318934,6182308,30506946,14432586,7812219,2095365,40444841,19747279,4610531,8930612,5906597,61982154,55246,6197376,774305,1521407,530670,1234965,3544011,1272538,1924120,1628112,4536056,425594,3766405,4034962,4997809,12265472,1934308,20691958,118127125,5690321,39478310,1476911,8580279,7428192,655924,796332,2836483,1455045,863654,13618438,3215110,280131,306219,416548,261554,306179,1732870,597204,14172187,21394756,117653310,37372573,0,0,3068429,5444826,916369223,
67127,资本市场服务,649938,230736,182484,109733,32979,102608,66228,18867,18960,105483,1826,19204,8993,9473,2128,19258,9355,14485,6645,11571,10159,54152,22745,9563,5326,24355,61641,4873,2739,11958,20562,47685,26088,31515,55331,45112,80522,69797,6354,16242,171497,15853,99629,13951,9196,13019,34264,20154,12179,58529,28469,40556,138163,32087,202437,53107,18870,83531,9927,29906,19883,112339,16860,119595,68746,295186,15393,16475,35467,32414,66220,6709,165490,55465,10072,5518,27509,19049,235417,149600,20132,8134,11264,26771,88695,60395,19932,20580,15976,40335,65945,9386,13914,138299,13891,103789,23644,9867,14542,1315966,58504,24823,1511960,153291,32783,15709,119303,144399,4440,65292,316822,487105,30394,616299,4298,112624,1046,1462,52789,2915010,287845,23527,24395,18614,111089,646,5504,340,1585,10403292,2965907,20128799,347033,417907,5466057,143700,112738,251047,21564,20542,162496,46309,264992,43627,36908,13785,8460,13001,50652,22527,18204,92855,2883632,9992216,30148249,7729880,0,0,0,0,105756139,
68128,保险,872460,404316,593440,1085613,555832,55370,159445,29608,24197,85124,24243,41811,195193,33227,6056,58169,29211,144626,59522,38987,37057,198229,61975,54274,60967,17505,163552,9290,22414,28431,89967,206807,106355,78934,284300,201424,152214,63091,37781,75727,242080,27179,200318,42503,18496,42476,196981,142617,24842,756934,37928,82051,245279,82519,278089,195829,94089,97256,16808,143303,6956,94771,20260,139496,119216,402741,43433,51795,52814,71413,36437,15628,242894,105471,63809,25653,102557,200692,126347,144441,23056,96420,58937,156152,161894,80107,48967,114650,61882,45374,124716,22819,18567,404426,43469,75811,115794,98224,33828,1006365,48795,56327,3880045,410922,914180,429665,843388,884406,3929086,2425042,59598,149882,1187022,3800564,20182,330614,253737,576063,212602,3820637,355183,273603,164738,314244,154368,75203,285768,220403,516350,4535242,64608,15129912,2193482,2841598,12284000,595180,3368272,668756,164865,34770,261968,462662,727429,539967,37479,4794,11077,53382,143806,389460,136188,73801,2148050,10935876,109864510,0,0,0,3826732,5118294,207244793,
70129,房地产,11956,550,11,25,7541,154368,30568,163,577,19159,23227,13920,14991,915,117,19778,2775,42453,8555,3738,1134,208376,11240,30900,6037,3933,30695,3208,4105,8878,68259,127259,12950,33533,73529,158001,29498,82074,9696,63434,10914,1084,25116,6798,2758,43954,39293,24182,9553,83152,10578,39741,342595,656,135290,98026,51215,5790,1572,16200,697,13015,48,6779,19588,274688,38896,20396,27206,29108,62321,23439,161888,30907,13830,7171,48611,118611,74230,176580,30742,3539,112587,67349,154417,29810,101822,71771,45739,61342,108940,15672,26899,322119,47074,117477,23679,13304,270961,142396,67004,57196,251562,25505,72707,34840,64494,80889,52022676,57539872,31984,91392,757291,1106872,2475,41440,108250,499531,193470,2715576,3515732,6230248,10352215,7851010,7357607,194515,9178084,33761350,12877911,58298248,10090176,6316426,44133549,3531070,54482450,3738745,5903912,2854835,87916,182693,1061703,21724870,8798530,21605086,7149968,275897,294905,663102,825515,537484,3785372,207109,15393707,106799901,442660375,0,32960000,0,0,0,1066633480,
71130,租赁,23711,3968,7585,40183,7132,256814,232264,32965,26543,159551,49298,28863,73299,25165,8460,24585,9076,114895,77812,36393,19242,125249,101232,58524,73092,37481,29482,4038,11446,38453,83075,312875,70679,116378,100128,61642,97961,162951,64436,62626,195052,22767,87763,35479,24437,23836,32506,40089,103068,130223,24807,77766,184230,90067,255244,151229,125591,189377,16838,34710,62467,162109,9582,75688,24303,395766,40573,62828,171988,83277,105827,29516,336898,142168,138366,65762,40090,69690,238787,273082,58687,11743,105637,208307,264112,156014,116387,107527,82541,164588,371841,17415,50884,259021,91399,77721,121088,149940,74734,611585,248777,140195,12782828,2560216,7673879,4199004,3005809,2477953,2634300,3628217,271794,595340,1365484,720207,10034,891450,762623,578725,215520,1038945,763289,394234,104953,255367,716195,58206,1774545,351888,319956,806766,70078,142406,298053,1648897,931687,792253,533947,288019,75763,61318,417984,547823,299633,346533,281469,5599,119397,377614,232496,142002,196509,14950,1088168,29153,609404,0,0,0,0,0,71242422,
72131,商务服务,1631067,43056,224539,1023181,125462,7592911,1322764,935557,1183364,1781565,323396,628101,588645,457331,88757,610860,197543,3440727,1025505,905091,545991,5893024,2911211,6599271,3576262,1172040,1314748,99868,108094,283125,1332478,6797621,1074192,1460502,1756678,1273625,2454864,1031278,1898997,4314968,4745213,499370,1808332,1216259,382277,1015333,1760273,3123659,2260575,17447132,626278,1740905,5882097,2139729,2550553,1807299,1501517,2527369,553004,618639,503728,3716818,321443,1560741,1028759,7961213,1276358,1032108,1484153,1868746,1081578,158196,3956900,2193483,967578,237978,1363459,5024039,8684717,8134039,812546,280696,895040,1224826,2486403,2386575,1142035,3840894,1466298,1463159,8527103,719458,726706,5726365,576032,1326588,732727,235197,413348,3960621,1529455,356117,5177542,622516,6654533,2996209,1625011,2774469,91943687,61728886,22982,65670,2258568,2596858,79417,615792,840530,1375081,280469,11047772,3092831,6302866,4360218,3967422,14330814,258927,13448269,27874557,15082454,58434224,6551919,11037274,65329823,2333332,99695112,8054497,19274897,7356679,192698,166366,2805511,3707294,2660464,5361757,2369389,73459,473043,2699784,716024,625210,1631055,116668,23185126,1728486,33453648,22155635,0,0,40525349,30437186,891320179,
73132,研究和试验发展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60926779,187839986,0,9676779,27747226,231556568,
74133,专业技术服务,2323028,329159,812090,449911,146031,2026688,427106,87732,770061,863040,11730,2795,43377,50613,1060,36878,13813,51357,14937,1809,48775,67103,7843,47381,12278,1169,49483,2713,4356,10005,43388,162197,63219,61203,412179,343370,792476,71385,81897,58303,77093,7322,89889,6098,28488,13987,30522,82923,6194,153030,2217,101352,304981,21971,287858,132001,62945,748831,2982,14422,20710,1198349,5302,75382,16212,1880230,18160,44351,346297,59390,30813,5080,77161,45011,99521,216638,135997,382472,340531,488084,369475,176938,676425,32716,407412,288290,7712,418563,42539,345563,686771,2042,2604,2139154,444813,282002,37321,16510,10329,1875301,10049,43761,35147076,6158883,96677534,42177282,53804313,2808380,7610988,484662,83127,190592,455829,73940,2087,312352,13794,952134,2,2258,184201,170008,166180,1646,87047,1574,24776,205361,355461,672757,2612,72,793855,3805,6573,6509089,60630157,8200483,265229,31925,6772,3181,333,5533,110933,1178,410,66,10555,5503,765,136,359391,845713,3554225,47750848,8718585,0,1388,547,413424031,
75134,科技推广和应用服务,1997166,474224,432513,742033,477530,24775,12871,5920,176320,249894,220191,11955,126661,7195,103,10458,3982,87323,9174,114298,136317,160925,90334,195690,172336,148533,171505,7352,2737,4216,73359,683053,83520,49375,173618,24303,298588,21494,10219,9660,146163,587,652484,100376,133623,727337,549304,3809681,629248,1777187,413294,619775,248201,7699,131581,28267,115163,285130,733007,233756,59142,893088,15829,193957,806605,473591,507998,130393,555878,324413,69413,120337,211578,587442,320545,142152,523830,1487730,3198801,3490130,336105,68760,290175,374782,319519,223843,496124,590291,364036,337766,642167,34900,405335,3950828,347753,533052,56668,27778,79917,1777169,0,0,3648204,481134,806,316,11386,0,218391,2968008,17761,50751,27610,33908,288,16002,0,19,3,1026599,555,188177,0,0,173530,12417,226512,1626445,568203,10088,49309,106309,92993,34850,78131,7082177,2071795,1925157,142,25923,600,4879,5708,1368065,138635,0,400,13747,331,0,0,0,0,0,0,37642170,0,0,0,0,106361839,
76135,水利管理,1378535,17473,2415,90586,267509,4714,38020,12752,19497,126120,0,0,0,0,0,0,0,0,0,0,0,0,0,84015,0,0,0,0,0,0,0,0,0,0,0,0,633898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21972,290778,20451,35678,2358,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749726,0,2152513,0,0,0,0,0,0,0,0,0,0,0,0,14474,48477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084446,0,0,0,0,13880300,
77136,生态保护和环境治理,18873,2355,1047,1856,24072,80686,7476,22434,55541,62466,0,7666,6913,2545,11995,7772,8753,16672,3567,5556,15790,26382,66167,8567,4486,78151,494773,52843,2781,15146,23712,42362,12013,14961,24692,39734,77949,37123,3958,3742,166156,72373,125077,77671,18269,45153,65208,46398,6570,85385,64501,18800,49013,101294,27179,30853,66884,22256,10399,14018,36645,258535,17040,89987,48375,116281,5267,19048,7231,74423,52179,3774,104170,22236,12493,7724,61075,86120,235296,0,24834,17816,50229,27408,49522,14894,0,88932,30338,16157,41877,13897,5841,153890,5296,16660,48285,12261,0,206002,14335,56468,216230,21923,80415,38533,27314,33401,273241,194801,76018,187610,25659,31511,810,45025,37228,13387,28108,44982,12749,43467,20300,77937,100024,7157,130564,15646,9760,91219,15858,9085,230191,8553,702801,73962,64899,10656,35598,490123,480597,177646,27915,247486,385587,13362,5391,16183,78328,107238,0,1555,163898,113078,1369837,9386220,0,0,158479,1353753,19565670,
78137,公共设施及土地管理,0,0,0,0,0,19435,720,5439,4570,13766,648,16192,17129,6624,861,8033,4923,10734,3921,3401,2911,20686,12377,8721,13982,1099,32068,2083,2282,3193,19059,39450,14132,10705,35182,29621,13881,17380,6882,15510,4284,5764,19478,6928,3847,15292,11116,27503,8032,179853,7545,12800,50747,15086,56174,37967,14768,16035,6508,12610,2566,29394,2531,10933,13491,107070,8101,14206,25989,20760,2672,2160,6375,20963,18840,5677,28426,76082,15975,40555,8038,3900,9020,15927,53100,28286,10528,13446,7512,16663,55962,3621,4322,34430,10755,42407,6800,15740,37891,109043,6084,4888,452276,54237,65103,30442,30172,78653,410949,1213572,399,1139,188666,47608,388,29220,31977,752630,113023,172860,48611,0,96735,113975,344717,10755,241640,125060,60998,1595300,119561,70949,199341,129698,2899699,623475,406096,162439,17948,11096,1749000,276140,49512,325690,20744,1907,6747,10153,44861,25808,50348,1376,1527045,724482,3031998,60235005,0,0,134735,1330010,79718012,
80138,居民服务,0,0,0,0,0,10710,935,2946,2732,3596,620,3355,3110,921,230,2275,2659,6688,428,1261,1027,5499,4265,2036,1066,9636,7997,443,425,984,2496,11201,11179,14009,17151,17193,18982,33042,13774,16019,24595,15203,19160,1980,3566,2833,3347,6597,985,21105,2583,2382,15986,5080,13569,8132,4465,9232,1825,3648,2244,6326,2557,6424,4993,36746,3761,4780,5729,6453,8194,492,19303,7671,5791,1598,24035,22609,10403,14146,4345,1133,2582,5965,20907,5234,2292,5806,2269,4006,20621,1438,1335,12505,6360,11292,2769,1863,3294,145778,4965,4574,1464844,186599,48645,28324,30524,20088,4679816,2728105,653,1867,8272,10159,52,2914,1241,446,432,10802,40935,0,406569,13646,56723,43,0,0,0,152966,4046,750,126639,5398,103628,1890740,2611268,593773,12503,957,1045718,2579432,1375580,4153483,2059373,517957,11637,345952,224890,278082,67817,40490,1243416,20766024,114221117,0,0,0,97676,1135747,164000011,
81139,其他服务,321511,85845,123328,124141,507571,1559121,158451,49353,39083,221237,30824,102218,69999,31313,12193,43387,35382,68876,100226,219182,86094,544298,210033,94417,32222,107674,282956,15586,9536,33330,318706,299176,128266,129976,334951,379610,667340,224691,60930,176215,460501,196001,474230,101918,59369,127181,426824,210301,355343,1353227,86716,342054,784098,240400,618009,382237,189046,443885,69776,162885,89312,860685,181603,232393,125790,1834307,327961,188886,491923,402855,150563,90044,476490,548034,246606,56891,199810,327551,1679016,1957601,210308,122446,134965,535022,657108,195383,432106,668557,119939,394219,1007312,26392,186512,1053932,140002,317131,126577,122630,95956,2250005,242397,372818,6022058,610552,4531624,2080256,2216789,1348977,1857744,1671152,547552,981637,4339047,5355841,385,277151,151796,44707,126909,4679971,1159160,214136,441571,1508263,967165,102608,736374,179581,122852,3172168,160124,196518,1690578,1385713,6058402,1610565,2195996,687147,495465,781028,2061371,894722,628653,2234244,1009788,141131,161814,530631,270365,139958,129438,157650,15495620,4766551,12002790,0,0,0,0,0,136337578,
83140,教育,45538,16847,14007,48802,41887,84290,10225,8094,4037,12749,2741,18990,13781,2518,693,7028,2641,10098,7735,2811,4701,20986,13557,14015,7099,15753,29658,958,1528,2489,12290,39649,7521,13321,23927,40197,10159,17149,4897,11990,29725,8986,23620,5971,2815,10201,16228,26972,8479,107006,7239,7936,45413,18134,33059,26769,14434,21580,3951,8998,3257,27330,3067,19236,8954,113666,16531,8582,17667,20767,36323,1785,52336,19980,12862,4054,18440,43820,48575,55724,11285,3531,13978,18501,23864,20446,5364,15000,8312,12706,51685,3260,2362,34317,6761,25607,6803,9898,21288,21622,20627,25220,440823,44958,182480,85959,48047,62287,930627,625400,99154,224004,746090,57990,879,14327,29097,24274,4369,18606,39774,56285,73850,224671,381931,12641,48925,69108,65700,2510571,186205,405345,274596,25960,550939,142839,354495,138137,19859,10910,54580,122825,66305,7696009,777792,14943,71731,44650,74280,14180,40340,77374,7414348,51147978,183950274,269717581,0,0,0,0,532487559,
84141,卫生,4842,2765,53914,2758,41936,145358,13148,40191,9028,47803,0,818,3529,3712,14025,20304,4454,3478,779,1965,1262,3578,1995,6240,1251,6641,19915,849,361,2278,23226,5431,32067,40004,40167,8207,70797,2770,6536,7807,798883,39150,34454,11782,582,5562,18964,11314,5527,62106,7694,3881,7715,61040,69465,50091,46781,1830,1857,8674,41063,251806,2526,52784,44715,270233,226765,37099,36834,46081,17025,6066,42869,72812,40138,4690,68849,75214,235573,0,38616,2062,69133,84245,108235,31868,22305,22015,38782,26007,45369,25849,6826,34454,2674,38229,5071,6664,6593,352668,37395,1848,586214,59434,255379,122373,117454,74641,170345,235830,21005,24348,159016,11785,544,12623,1546,569,12780,192057,150765,186,6482,4547,6880,1643,2131,5112,9377,194509,8075,74312,2492,195,6230,19499,29925,12618,8905,2489,16699,55593,18338,205487,2776605,100761,3185,13480,14498,17595,1361,9110,2391565,41955648,127818919,302989325,0,0,156974,1195046,484478007,
85142,社会工作,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530320,1349904,13713967,0,0,0,0,15594191,
86143,新闻和出版,2527,3221,166,1571,4330,24077,4312,9891,3093,7068,2753,4142,5342,2223,259,4592,3427,10912,958,3470,2855,14715,5343,4256,4006,3569,17594,693,2068,2950,4701,8400,5824,20117,24280,19923,5357,11502,3513,6526,3986,1569,9454,3317,2826,5245,5319,8053,5989,140659,2650,2373,76339,5220,16158,20414,13415,12607,7312,6440,584,8883,2569,4313,3810,56075,7673,3850,5253,7827,4227,1019,6930,3730,6074,1506,3683,13384,12214,10766,2848,944,2716,3685,14870,17916,2249,7377,2980,2965,28021,1328,185,8310,4155,9743,8072,17333,2128,94146,5277,14409,80470,8159,48645,23310,125401,17782,107809,83922,7038,20110,14794,8074,211,1885,72702,13061,545,3055,22288,26571,34249,143055,537915,57586,402922,3858,3247,337745,122085,10682,174103,1597,701321,839927,466866,232722,18070,14461,101070,143916,59028,1700226,113378,377,277975,3672,121376,1966,21002,6155,4076449,417826,6922077,724177,633055,0,1322364,2279300,20186933,
87144,广播、电视、电影和影视录音制作,1188,1616,363,175,13180,93916,51241,19680,10777,25259,0,19597,13096,7824,7809,11449,10021,54401,16423,41420,26594,75398,11056,34128,11530,5966,96985,20553,10978,36367,112097,225266,34063,37666,90770,65487,33292,106214,25636,28410,156024,27898,72564,57304,19664,46206,71181,91308,4382,218616,13026,10057,327041,190443,125020,124498,80196,52966,7954,12002,82776,381663,13884,174716,121299,239171,104531,88154,135647,72631,122322,15834,248120,82235,43899,16958,76587,89560,224846,62347,53697,6154,16610,56651,121959,120305,76523,123157,97741,197806,314074,89246,24600,193438,8711,17532,37554,10622,21911,433878,85776,108436,157127,23082,72208,39309,52919,45018,346664,86339,31977,36638,208851,1807,13659,10660,71572,13355,1831,87138,30474,88543,239067,22741,55769,200785,120161,29600,34475,178876,19196,293681,412793,6208,161585,126409,5543,42720,4046,1270,81814,5717,8884,324930,66976,27155,3409,1498340,44645,40265,262789,12955,814359,1100476,7163360,11154913,4601541,0,702193,2361894,36736722,
88145,文化艺术,16681,10851,3778,19998,11349,26512,31437,5574,3702,7706,0,2688,3129,2921,697,2165,1298,2876,694,1417,1038,3069,4656,2160,1020,14191,7929,1159,1039,3075,6643,9654,2472,3109,8049,5505,10722,6431,3442,1395,20501,4771,12731,3589,935,2955,11715,3801,2827,8920,4458,4392,13674,11130,7444,6924,5009,2279,1794,2876,13319,40243,2248,13201,6732,26543,4305,3553,4065,6352,9873,1905,20738,6468,4274,1296,3423,5612,26881,10934,2034,2912,5237,4255,7650,6199,6508,7036,4770,11290,8831,1253,2572,18810,2363,4539,8816,3451,6827,76185,1957,4963,59163,14642,32108,20286,45887,27092,135437,12721,8647,22421,37246,5009,583,3509,2404,698,2094,5440,90120,2846,5460,15292,14882,209134,274738,9074,20813,28924,12645,6341,84538,858,27440,33836,17571,3487,1120,738,4450,10914,8608,114696,12715,2265,2174,21524,3188516,568,2046,732,864020,1144144,8206004,16654240,0,0,146607,1341882,31132963,
89146,体育,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685919,0,0,0,186698,3072978,13505258,0,0,127325,1165396,17412780,
90147,娱乐,1734,4608,729,1492,1489,128281,37931,48241,16643,15830,12060,14503,25140,14972,6821,29596,10567,25908,6939,21813,20701,70353,54173,38474,17220,74713,39494,12518,11421,33883,23473,48585,17404,26677,43328,36480,17095,21404,8475,19102,76046,23281,23988,20180,15964,18833,29778,33872,22016,221498,24962,15764,62497,18580,69181,46758,18188,19748,8015,15530,18717,36201,15573,13465,16614,131862,23395,17496,32007,25567,15143,25703,36132,25817,23203,6992,54786,68485,614620,523533,9899,4803,11108,19615,65396,34836,12966,16560,9251,20522,68920,4460,18797,42402,13245,52226,8374,3516,4666,398871,7493,6020,1004812,105168,350193,180007,208345,79623,650241,303834,7512,21466,96916,121079,4644,92181,19248,21015,4337,673061,460592,66444,55704,158287,64004,52781,1058074,296213,172397,6806950,352697,2519365,646219,253441,2802141,136810,184499,356944,34053,62489,93393,700059,198466,253523,68259,29030,16758,33159,264981,133350,1608391,4511,812979,4100476,20713360,0,0,0,546895,4091566,50374012,
94148,社会保障,1272,9593,3979,1771,2192,38639,20873,5345,7318,13769,4856,5487,6408,4916,949,3434,2583,6364,1729,2137,2080,6784,11252,3009,7330,5408,22456,2294,1740,6138,8066,29455,10566,8311,20314,14546,24089,13117,2880,2723,27722,8550,22921,6037,2089,5752,20027,7602,5288,23511,7937,7906,27204,16842,19419,11081,11490,13522,3939,7673,6628,56699,6178,22203,15023,57190,7992,7973,6687,12844,16829,1964,24489,10520,8231,2386,8219,11225,66196,18832,4419,4443,9796,6790,32883,2901,4621,12141,7305,3976,21966,69225,19290,4219,14433,9302,73323,22719,6420,90996,17606,27373,20236,2052,16564,7937,2781,1450,7990,16243,7259,40112,40398,3063,310,2405,3041,7539,897,49582,53919,8403,6279,1971,12029,24952,10332,14400,43519,33070,6637,71840,10002,13648,38804,13537,52325,22203,16146,23320,2812,1004,5360,22809,12380,10656,22041,2918,4990,2354,3167,119263,130979,0,0,11192333,0,0,0,0,13677408,
91149,公共管理和社会组织,127118,109564,86651,52106,19372,27115,1475,8762,6957,16551,900,12120,38375,4976,922,12374,8392,10846,3729,1986,3208,40985,14437,10445,14265,10859,89024,2137,2660,6139,13849,39450,20012,17777,20985,21366,24110,25984,9558,23755,14663,11843,29923,14715,6803,11623,17482,62181,11152,146972,11828,15326,128076,26028,76588,118018,56932,42232,7493,13126,6055,25869,3105,50939,17102,178768,14094,23593,54908,33184,7681,3344,10983,22811,24172,9775,26474,63773,38618,60498,5744,7339,4833,19193,21226,10715,4854,18273,10336,2800,93728,1262,1165,15953,2700,11958,10546,7888,13513,134619,4874,7809,193936,19662,63654,30502,17782,53878,193453,61382,510,1457,49497,22047,2835,178388,8912,3659,225,25182,36092,59197,31544,89434,168810,14920,206510,40388,38213,452818,30571,73253,1299933,87511,1189205,171565,256608,206704,15267,21899,46429,124310,36837,888609,105709,14299,6132,18688,62273,19123,18288,2375,20708316,534555,5826249,744891106,0,0,1734244,2461523,780864798,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
