代码,部门名称,农产品,林产品,畜牧产品,渔产品,农、林、牧、渔服务产品,煤炭开采和洗选产品,石油和天然气开采产品,黑色金属矿采选产品,有色金属矿采选产品,非金属矿采选产品,开采辅助活动和其他采矿产品,谷物磨制品,饲料加工品,植物油加工品,糖及糖制品,屠宰及肉类加工品,水产加工品,蔬菜、水果、坚果和其他农副食品加工品,方便食品,乳制品,调味品、发酵制品,其他食品,酒精和酒,饮料,精制茶,烟草制品,棉、化纤纺织及印染精加工品,毛纺织及染整精加工品,麻、丝绢纺织及加工品,针织或钩针编织及其制品,纺织制成品,纺织服装服饰,皮革、毛皮、羽毛及其制品,鞋,木材加工和木、竹、藤、棕、草制品,家具,造纸和纸制品,印刷和记录媒介复制品,工艺美术品,文教、体育和娱乐用品,精炼石油和核燃料加工品,煤炭加工品,基础化学原料,肥料,农药,涂料、油墨、颜料及类似产品,合成材料,专用化学产品和炸药、火工、焰火产品,日用化学产品,医药制品,化学纤维制品,橡胶制品,塑料制品,水泥、石灰和石膏,石膏、水泥制品及类似制品,砖瓦、石材等建筑材料,玻璃和玻璃制品,陶瓷制品,耐火材料制品,石墨及其他非金属矿物制品,钢,钢压延产品,铁及铁合金产品,有色金属及其合金,有色金属压延加工品,金属制品,锅炉及原动设备,金属加工机械,物料搬运设备,泵、阀门、压缩机及类似机械,烘炉、风机、包装等设备,文化、办公用机械,其他通用设备,采矿、冶金、建筑专用设备,化工、木材、非金属加工专用设备,农、林、牧、渔专用机械,医疗仪器设备及器械,其他专用设备,汽车整车,汽车零部件及配件,铁路运输和城市轨道交通设备,船舶及相关装置,其他交通运输设备,电机,输配电及控制设备,电线、电缆、光缆及电工器材,电池,家用器具,其他电气机械和器材,计算机,通信设备,广播电视设备和雷达及配套设备,视听设备,电子元器件,其他电子设备,仪器仪表,其他制造产品,废弃资源和废旧材料回收加工品,金属制品、机械和设备修理服务,电力、热力生产和供应,燃气生产和供应,水的生产和供应,住宅房屋建筑,体育场馆和其他房屋建筑,铁路、道路、隧道和桥梁工程建筑,其他土木工程建筑,建筑安装,建筑装饰、装修和其他建筑服务,批发,零售,铁路旅客运输,铁路货物运输和运输辅助活动,城市公共交通及公路客运,道路货物运输和运输辅助活动,水上旅客运输,水上货物运输和运输辅助活动,航空旅客运输,航空货物运输和运输辅助活动,管道运输,多式联运和运输代理,装卸搬运和仓储,邮政,住宿,餐饮,电信,广播电视及卫星传输服务,互联网和相关服务,软件服务,信息技术服务,货币金融和其他金融服务,资本市场服务,保险,房地产,租赁,商务服务,研究和试验发展,专业技术服务,科技推广和应用服务,水利管理,生态保护和环境治理,公共设施及土地管理,居民服务,其他服务,教育,卫生,社会工作,新闻和出版,广播、电视、电影和影视录音制作,文化艺术,体育,娱乐,社会保障,公共管理和社会组织,农村居民消费支出,城镇居民消费支出,政府消费支出,固定资本形成总额,存货变动,出口,进口,总产出,
30057,玻璃和玻璃制品,961,12476,1692,182,96,5414,13472,1543,12000,36558,41294,6545,45108,55181,6065,8041,35905,103623,91474,105689,165991,307666,2440673,1081430,95000,58794,65411,1425,3697,9552,106862,64891,11120,69724,212626,1236630,66986,38114,129953,50735,24451,4103,70465,33521,39641,168162,133252,220284,192949,2674522,33337,12866,597435,51187,85531,343099,15369637,154131,34045,118152,341,10195,1260,21233,31116,2463694,451058,59585,36711,27331,130531,634246,96629,9044,183723,69876,258205,225775,2719412,2880440,27492,32625,295555,326575,1707564,4267292,523081,1305773,2713809,591531,5084318,16822,474191,6385715,662855,1999217,274045,0,56858,31792,4946,5287,12721119,2059145,181509,86976,216709,7160675,5077,928,825,6696,10100,908,1,6764,0,2061,0,0,0,651,22810,10591,1053,31,0,18,12,8,0,0,14765,0,139,709826,154834,0,13,1472,770,679,35672,705834,120785,175,86,0,167,0,474,0,12471,319903,1375668,0,0,-407262,10264090,5307878,94756474,
30058,陶瓷制品,1458,9,0,200905,82482,4343,736,13574,7152,171,145,7,60,0,13,2067,226,2,276,50,196,318,108011,32961,9295,1,1288,98,59,253,46,0,0,0,107,227,595,2755,102319,523,19290,4,663,189,14,49,1270,527349,0,522,77,85,30209,0,0,0,11387,2409316,1200,2275,0,0,0,1711,3641,298691,908,9102,354,3377,85697,3775,253,402,115,5149,149459,215927,3423,3560310,77,2411,46839,10028,1033461,0,21761,114384,235191,13966,6612,45949,2,1507203,1353,109447,503,0,70,34141,0,14,28284154,4871230,123851,59347,446821,9609136,0,0,425,3447,354,32,4,7970,0,0,0,0,0,0,68323,225644,58843,68,0,0,0,18238,0,2784,2982,0,141086,180314,13973,0,0,0,214,281,30022,1136,62146,571,0,0,0,0,0,0,0,676143,2087007,0,0,1840033,13158737,798037,72279615,
30059,耐火材料制品,0,0,0,0,0,21867,1876,5460,5597,480,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7329,2525661,62847,4665,241,21929,10285,0,0,0,0,0,0,1500537,172995,2106595,1533470,906517,1706755,564299,1766445,5561300,304530,533888,615360,746906,52955,48605,1735,77265,79776,0,102946,30260,60837,2727,3919,36145,28749,227837,27503,11189,9920,66213,4011,141824,46349,8076,4164,23,18905,4078,18582,31197,3740,31742,2146,0,749,209804,77,1380,6524029,873569,133056,63758,4142734,1859632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405030,0,0,0,1608,59679,0,0,151007,0,0,0,0,0,0,0,0,0,0,0,0,0,-883088,1495852,311069,36599742,
30060,石墨及其他非金属矿物制品,74,592,236,31,210,64707,8989,24953,108259,114768,5378,337,3360,3,260,564,6,72,63,72,439,10635,875,118,33,1040,135856,0,13,2303,1155,1657,4334,340,213091,15897,29303,7443,10787,219217,12225,93414,713145,11000,1367,173585,856560,424388,1028,12704,11642,75605,835487,2418397,2446483,5092168,2000183,3093180,1710604,10883646,99812,694431,226431,4232792,217414,2527906,68767,91941,5147,147908,12192,78,160793,38587,91303,46382,441847,1888979,283088,172866,14770,44597,57217,146444,1144956,568277,4103329,19392,428007,34361,19822,121,1325,579329,315205,503568,75788,21835,1152,395393,196,220,4724798,623039,896199,1237178,60199,211297,5753,2700,0,0,2262,203,0,0,0,21653,0,0,0,1829,18,0,19829,0,0,0,0,0,0,0,4050,0,103434,965405,0,0,0,75473,481318,13994,13412,271310,0,0,0,0,0,0,0,0,0,5920,10379,0,0,-1136105,3436112,4754450,59075463,
31061,钢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113698,201522,110960,30960,2508,23837,8844,1240562,49070194,593311,247801,0,9391465,249359,465987,427508,460892,201883,3857,4360237,164416,210712,79663,107994,238477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914960,72324,2592056,66447937,
31062,钢压延产品,72288,20675,58844,22899,56117,5888482,789380,194228,153344,220776,932739,8268,10383,16636,12485,23634,8588,68231,880,3362,43546,49136,20824,5604,646,115,59457,170,3135,5321,140289,20871,42497,6340,135197,1908798,125050,40837,466490,674400,158854,39369,176084,177770,37781,70661,96322,45672,7247,37019,25677,781518,383926,117876,11351403,439097,153924,192753,92396,88299,24090,50165481,532087,416731,1509998,87187830,3824026,2691254,4094237,4955991,4773795,125139,10992680,7850489,5165532,1215393,1096341,5408518,7937205,14406482,2298472,2395076,2104380,3921311,7242661,1013584,287198,2289965,675357,85062,649501,57856,130227,958223,407844,1987612,224433,65860,548029,255809,87245,70618,126162202,20833617,79864825,34404107,13965359,2235802,6330,2021,8792,331636,1309,140,678,59831,0,14110,47672,103544,125,2600,1604,219,5816,391,0,0,0,11,0,0,1871,838,360,4341,173534,0,32134,3505,91200,8412,0,22,329,0,0,0,189,120,145,204,0,0,0,0,0,2947951,25981175,12057167,564156137,
31063,铁及铁合金产品,0,0,664,0,26,97004,328933,117344,29162,6003,188770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12154,0,85,92423,0,324089,0,0,102990,707865,0,0,0,0,0,0,0,76094,9,7661,4890,227884,71688,15016,80920,188308,22400,558,301834,395891,5384915,16557102,4827482,442734,143557,13265291,482446,764272,1072975,1773395,1624341,12592,1680943,615599,1166897,202833,208149,691097,139003,1847818,126665,269308,526831,1480868,620440,40969,108190,366964,43211,7134,110610,33686,5264,155127,110913,134329,260472,824,208067,938,27585,1244,760765,86343,121807,81299,91680,94854,0,0,2437,30660,0,0,0,0,0,0,0,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,127020,158331,0,0,13640,0,0,0,26858,0,0,0,0,367,0,7,0,0,0,0,0,0,542593,1714373,11891986,52905867,
32064,有色金属及其合金,729,13,7705,0,0,6915,162,856,391254,0,164601,0,17,395,585,9544,0,7,263,19,56,5952,1217,36677,0,0,17478,37,5,0,6484,19,8237,647,81849,168271,979,160393,6965554,2951334,9551,101,1600444,7710,15072,288690,356737,4173737,5684,62947,4682,98835,1419923,61010,31981,320546,120949,1535605,1553190,953220,332865,7128819,296556,50250746,107857225,23990757,627447,2036263,748064,5334818,1993967,40597,4900697,1597556,788002,174286,415648,1190978,2173048,19639696,957322,23780,2176182,2162468,10021178,20710135,9404749,3579156,5319487,634261,657588,391771,119471,11313102,454412,1429698,2395918,118428,879445,80322,708,3831,65553,6646,69005,33066,45111,37412,0,0,859,2456,3138,282,0,33,0,0,0,425,0,592,35,0,0,0,0,0,0,0,0,0,0,0,0,168481,0,0,0,0,0,0,139877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-663626,6818046,47723333,286964372,
32065,有色金属压延加工品,15,61,0,39,339,8502,66,931,34273,16491,1627,15,0,9,863,5,13,0,70,72,7,7923,1173,44275,1,2,85,1160,0,0,142540,131,43635,5,92457,563711,169242,704834,2966205,5152631,4354,1120,34489,459,2831,192241,385836,1544848,3050,56987,6941,151136,532209,28,17878,737056,974116,290498,286765,351043,5436,673202,42967,5114473,33378866,24952042,3007230,2246772,1292726,6733885,1785569,34125,6919231,966408,2461652,375280,1285367,3462228,3518366,9287938,1451866,431256,2551182,8970061,17620508,38541831,4494587,3623245,3946218,575723,824410,840078,550081,12025583,776947,949388,1137874,129029,587100,2051,68,1971,7062926,752603,178417,85494,530649,1848772,8066,15280,371,1061,65,6,1,58,18253,35565,6235,0,0,0,3653,0,0,0,0,0,0,0,0,0,0,0,1660,4555,92359,0,0,0,0,6494,0,45406,1124,0,0,0,334,0,0,0,0,0,0,0,0,-294266,11147687,6949291,237705651,
33066,金属制品,241841,189621,36178,102436,253164,6843895,47481,988423,1199615,1987044,587075,196856,88544,106047,7721,76521,68561,93805,136316,157697,174889,624382,196759,1038555,339688,217566,438426,65239,31125,160121,294447,330259,336716,508039,2184960,3975947,438783,378635,437915,2346448,313412,53645,409634,157133,125640,1022017,382198,775516,201884,1210055,152304,3052672,1911388,4722908,1837201,4724458,2152284,1968039,809630,712901,137726,1042360,38016,366948,689842,69726613,2457942,1922365,3148081,4910406,4947614,603294,9675490,5475735,2088165,667123,1873165,6332463,4539070,10327836,1688912,1045692,2620730,2722492,8276596,7237625,1003277,5439782,1042376,2113262,1536682,1223767,277412,7877480,886257,3079632,1290539,34639,1224521,275729,36839,843477,53688116,8835187,33259611,12593890,14903578,8881058,119957,170710,11250,146405,74797,10036,4090,157229,4179,15313,124350,352040,2111682,123748,230591,154227,223947,6606,189438,13478,165833,83917,124,2768,1196639,2621610,22492273,5682565,8334145,5020853,270506,240477,600431,390877,2911643,758922,48827,4932,8362,9756,37433,74076,23044,525,1011057,665463,4215024,0,25162932,9509407,62348551,8187441,519481674,
34067,锅炉及原动设备,42557,583,534,16762,1968,14938,6393,26613,692,22589,15737,373,77687,15091,1524,1645,692,3384,988,434,1140,3872,1522,147,550,0,114057,72,1235,10809,1942,155,3891,1019,2608,7235,10927,3151,1692,692,22620,17887,17446,16504,5089,2742,24718,3988,727,3643,2811,575,6358,37215,19431,7638,6504,1618,2618,1306,8772,13587,1875,44041,970,151716,11347725,97363,1649507,140463,297247,0,585468,3138408,834544,1354446,1784,63073,5043145,16445,660739,2055676,719298,2082161,128,88,31,205891,13,0,0,0,36,652,47,30840,5340,144,333503,2034570,1915,48,579365,69439,60161,28186,30950,66444,2735,244,2428,6938,0,0,0,109,0,11910,0,49492,0,0,5458,0,0,0,0,22,15,0,0,0,0,0,0,61219,18943,0,0,160,34341,4022,20661,340317,1227,12090,0,0,1260,14,0,0,0,0,0,0,18944565,2444211,8471075,8635936,56173100,
34068,金属加工机械,10215,625,5469,1053,688,29203,8197,1776,29074,40840,4932,7718,1207,75,1349,834,327,104,1115,166,775,5939,302,2079,527,4024,63780,8,1048,4183,1332,39223,975,4967,12398,10027,16460,958,23737,7863,36301,27711,18290,12992,4218,292,32226,57942,13723,2093,206,31630,96504,2767,25009,38817,13138,7416,11076,836,56834,760850,46487,16035,61104,5584192,733875,8272519,139788,224302,160594,12920,674771,770395,1534220,802841,363690,2815636,468764,762453,46439,113643,240494,195156,270566,78156,21911,231734,38657,191074,178203,52324,102,227143,154719,293361,37751,36992,192351,4847,242,146,67676,14528,36233,21709,10565,10828,0,0,3628,10367,469,61,403,403,0,0,0,0,0,0,586,0,0,0,0,2,1,0,0,0,0,0,0,14104,0,0,0,332,39474,1112,165,9,0,0,0,0,0,0,467,0,0,0,0,0,37661745,-1657957,4606422,5692108,62798263,
34069,物料搬运设备,14429,381,4514,1475,678,268549,73193,215943,80758,377691,29224,7929,2088,93,10025,3730,40,2914,1563,363,2986,41615,4478,750,944,1044,11236,0,48,341,933,8,59,480,6483,2142,36308,1104,3975,2026,7431,19684,6877,18089,2234,2282,7049,49844,1037,11455,2570,51618,17754,130444,450712,89028,16137,9870,698,1429,49344,334140,1933,50248,36579,677927,6662,62991,9547031,272958,65660,74,537804,1150982,28084,32057,156432,654686,885547,1314529,99431,268788,21894,104479,114156,183378,330,2765,1190,622,16828,5444,3800,44099,12748,44452,16959,26466,39431,5361,1044,17118,101945,10336,27599,13225,502,3770,14688,28088,1730,110476,40207,66650,250,172219,4931,38215,0,257216,4828481,26609,5406,0,181936,0,0,0,0,0,0,0,0,0,0,5040,0,38,0,0,0,0,613,0,60416,2168,0,0,346,197,0,0,0,0,0,0,43790879,1845657,8945993,2447184,77143877,
34070,泵、阀门、压缩机及类似机械,42037,1085,12379,63867,5049,137997,110248,85025,125909,54682,48084,1978,46421,5088,11206,7646,8220,33482,4343,5482,15889,32842,17950,21223,503,6260,68954,3616,3837,7344,7101,5286,170063,14229,21274,9270,119000,8915,12321,187365,635793,24669,319801,157646,31015,96240,200596,109119,14024,122136,27793,55998,113464,131366,59127,5183,60259,726991,3427,191041,39745,361893,21297,148341,102422,2085045,2356484,1058462,2524426,16882487,2540228,66629,750960,3819827,1450380,396057,772094,1111110,4370386,2372467,1102268,525822,687655,605415,926666,212215,17023,7769285,267132,43211,401374,949,155382,579599,127407,816911,51818,24694,260950,298120,65435,62737,3105897,328250,319879,198527,5804468,320388,22613,21995,1876,5362,37558,3377,14,1374,0,23641,14651,0,5808,0,112042,5128,5115,0,0,16,11,44,0,0,5014,226,0,5109,507548,93,0,0,0,2325,8,11627,4002,677,78,0,2722,172,125,0,0,0,0,0,13332609,2547299,22013410,13303880,98329166,
34072a,烘炉、风机、包装等设备,0,0,0,0,0,717077,149727,82178,164607,155222,4584,15702,34434,14217,6719,19376,6882,31469,7679,9207,8947,56353,15430,24968,12759,20213,185899,9913,18022,9741,67427,25113,28617,21390,193699,158837,63144,40983,14187,88212,245361,245761,490702,145084,6788,28072,188149,87288,14458,102331,18062,51028,161889,955543,567707,144622,91099,475098,11594,503635,95212,1697602,22775,64560,81155,1157084,1123416,2096663,1355722,1476748,4616836,178366,257461,1827030,474972,394088,144071,172941,1883576,1674775,523295,307162,640441,1113402,1093665,64554,370149,623908,169752,102223,264356,15936,64802,444009,281365,399654,164896,12094,153603,115095,5564,20058,919003,93174,478761,229413,577256,92901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24490500,107889,15570806,6045933,71276015,
34071,文化、办公用机械,103801,16352,16221,48874,15602,20717,3609,6112,1110,3252,1140,10450,1567,976,247,10640,569,5633,830,6071,1844,19549,7044,1827,10818,1276,7375,1023,1387,3424,9915,23964,12437,16608,27863,13099,4201,9892,9847,5917,2838,4031,12077,2331,2477,4206,3347,7205,2454,71763,1413,4857,31940,1381,50298,11218,13128,8403,1136,12191,836,7862,228,3575,3824,280242,1824,7224,5597,11600,5245,351526,114482,2509,5578,1328,102113,231513,58335,13717,3165,7950,5627,1856,15954,22347,6836,3407,2686,117493,156631,615,181987,227037,51429,25866,10265,3283,25999,24399,73521,3662,1637170,165986,551409,264225,189531,30580,41064,3399,1732,4948,12428,88125,75,1094,617,17104,1982,35828,18286,6502,37476,6351,30283,4571,75491,27459,4324,561187,2735,31000,298162,7843,141677,43398,28893,21333,8493,7185,74397,43327,44036,94128,6015,1632,3254,5394,18313,2914,6776,643,109127,305195,1100292,0,4944522,748282,7925550,5448521,17288171,
34072b,其他通用设备,120626,16248,107224,116727,18203,1654882,345543,189652,516586,358224,10580,36238,79467,32810,15506,44715,15881,72624,17722,21249,20647,130053,35610,57622,29445,46648,429021,22879,41593,22480,155608,57957,66043,49365,447022,366565,145725,94581,32741,203577,566248,585771,982574,334828,15665,64785,434214,339729,33367,236162,41683,117763,373609,2367186,1114187,333761,210241,1096438,26756,1126984,219731,3917752,52560,148993,187291,3442925,2453331,4879029,3122492,3388948,4095625,415822,22520507,4054507,1126913,902029,907965,3854337,3167382,3688160,982018,697782,1550852,2507938,2297481,148978,590833,1213410,464571,235913,610085,36776,149551,1024692,380883,885997,380549,27911,354488,265618,12841,46291,1774062,179865,924210,442863,1114347,179339,15322,92888,21981,260904,445808,45742,2642,1205101,179363,416202,197725,239168,1160964,0,24638,100542,66627,1058,385,1832,4180,46610,122,3049,5092,137673,9464,87639,125712,18568,81047,1127,6928,11752,3058,203381,14792,4724,310,233,1953,840,6392,353,12250,71209,128071,0,27197325,3378174,25036062,13848877,149902394,
35073,采矿、冶金、建筑专用设备,0,0,0,0,0,4308063,2446859,977044,1460571,2642734,1749740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18070,15932,0,0,0,0,0,0,0,0,0,0,0,1855522,20317,20913,0,0,0,0,462300,4413306,302595,1821646,1631957,2961732,230,544,58057,110001,32167,1744,339539,17317491,150559,381,0,617475,42316,43293,21570,128455,20124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290210,2506,0,0,3825758,367868,1690018,796953,518510,1331131,0,0,0,5345,0,3699,0,1179,0,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,517627,0,6838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52470606,3268671,10118608,2733932,118477395,
35074,化工、木材、非金属加工专用设备,0,0,0,0,0,19166,20292,4449,1136,8365,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475521,264293,189334,46615,41002,33953,720025,23176,1204597,358925,12072,20679,1144508,148972,5317,16397,1534,385305,731876,236350,68717,176890,70565,113497,21775,103031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7329786,0,0,0,959064,437533,2544,32542,56651,65066,31074,320418,50449,223118,51166,205843,508935,1687,28986,499222,182442,296031,38864,2001,126908,0,8470,0,102371,10379,8348,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,0,0,0,0,0,0,24523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35033301,1024925,8345888,3539747,59142505,
35075,农、林、牧、渔专用机械,5785233,1166983,570963,975889,476497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811517,0,0,0,0,0,0,0,13342,9313,0,4,0,0,0,0,0,0,0,0,0,0,0,25209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,0,0,0,44512,175110,0,0,0,0,0,0,0,0,313,0,0,0,17990,24395,0,7964780,596433,3680033,584685,23757325,
35076a,医疗仪器设备及器械,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30395,16629030,0,0,0,0,0,0,0,0,441912,2877573,0,25150713,2014079,16515816,15296081,52516042,
35076b,其他专用设备,114670,2550,99840,230285,19152,35920,398830,25335,45018,288931,58845,7521,34841,8433,2566,22919,2801,64659,21516,27589,19232,112631,62220,57707,38625,88200,391676,49088,11604,31950,181779,215082,315025,25921,53823,13510,565009,966801,25450,137571,13224,43461,26969,83863,1874,9658,28289,138726,15187,218664,84161,10316,148255,13883,13371,11447,219175,358932,2303,1752,931,69108,3720,24726,3969,802646,17225,345544,301156,548564,1820283,319568,540127,543145,1239126,131065,839497,13690979,1466544,1405630,359050,203120,199554,696301,1195947,118220,435814,657917,323796,191734,778396,683489,344199,16126328,488054,867622,23460,60444,126574,177273,0,108798,1837735,186320,1346969,645441,3293846,1881975,1848,33032,980,12530,22294,30977,6,611,196845,271779,3852,66261,467762,296131,25316,117412,99597,188,195,1926,285,831576,82197,9830,8293,1944,3820,5065,134384,26279,780,175,15273,13375,146772,103138,42633,9568,557,1655,1340,3205,4205,0,28970,135678,818761,0,84310197,-2348032,20689954,37064170,133457816,
36077,汽车整车,0,0,0,0,0,93523,2375,30118,101200,166770,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924068,0,0,0,0,3350385,0,341641,0,192573,26148718,618531,166694,0,17403,0,0,0,0,0,0,0,117765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567463,2431615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19584537,120041532,0,176416406,10734026,12520586,33716551,341136916,
36078,汽车零部件及配件,480517,31494,92107,633419,171382,105224,15455,96591,248969,378979,150197,18859,15785,2339,578,40263,4445,24128,2462,21284,4447,16479,9348,5337,7108,1759,60924,784,1255,6691,11850,149960,10782,11394,27400,91590,13886,8798,157200,11101,7208,3953,13412,5153,2532,13220,298784,15259,5128,35280,13044,31833,129864,21325,2167015,32096,123124,11254,7355,8577,6277,168661,12270,36029,24630,593836,293374,1365525,4285161,23500,337731,1173,333085,3127696,10222,1478089,0,347489,102033708,108739211,392484,4190,408050,23055,107112,346346,607160,11280,249509,61514,25011,1834,1236,66764,103995,316801,5428,57023,229344,58968,10597,10282,493749,50059,231213,110793,70814,154936,15623,103218,0,0,13258014,41119663,1568,62920,16435,42109,78375,9561096,196506,2676551,75246,396572,111365,9157,79349,37259,22858,227754,37263,24055,28341,2401934,29932218,71552,3366918,60570,198536,347430,1211223,144598,7917214,115094,42022,2530,4816,31701,40948,10553,3076,2849,2320058,1869822,6795745,0,0,5543148,19003825,17814333,365320545,
37079,铁路运输和城市轨道交通设备,0,0,0,0,0,9218,324,9064,6641,669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,32845,3455,1078,115,32202,98,1018,161387,189,117,0,614057,23150,3778,170,0,66891,85061,107733,6703211,34950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688865,223,0,0,0,0,113017,54156,0,0,0,0,1378574,3075602,2139066,0,0,967,0,0,0,55273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30752305,1380068,1422437,479211,48510774,
37080,船舶及相关装置,0,0,0,653482,69966,0,691,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12574,0,0,0,0,1440981,0,29423,0,6446,0,0,0,4222879,8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536243,0,0,0,0,0,269466,129123,0,0,0,0,0,0,0,0,38598,4550662,0,0,0,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62279,0,0,96776,10971,0,0,0,5932,0,0,0,0,0,0,0,0,0,0,135469,0,9165749,677702,13194614,1659337,33667182,
37081,其他交通运输设备,320053,123319,65413,113629,287791,128160,2285,109,2081,48379,4778,2907,187,1352,1709,4776,242,11591,6029,417,35,18266,4136,11191,546,114,14259,467,8487,20085,2741,20725,1513,1229,66392,3387,4409,824,5884,27117,41629,163,105424,4183,558,3624,3461,33225,1962,41875,208,11824,12489,6357,312,28895,2098,17831,305,6823,126,208,193,156,381,33665,1372,49,1173163,569,328,808,45207,464,218,131,0,8325,371546,2362,252453,60531,15146679,166990,80197,1900,8567,144977,12386,6549,38577,513,5684,2003,143686,96300,1409,920,1043559,1925,2909,3349,498206,50511,12211,5851,94934,114826,17765,16071,3564,10184,88613,455977,622,6221,1121740,664025,15486,419980,527500,3029985,4630,1325,0,911,17,8805,0,920,25767,11232,2136,1687,29115,5245,159496,0,0,503,37577,56636,4485583,12230,211713,0,285,6,920,12960,4654,0,485042,5697629,8889913,0,20682964,-1948242,14347367,7068920,73835968,
38082,电机,25136,1233,1685,4299,1220,19581,3039,2636,30583,233014,6106,8774,3808,42,1149,1599,182,11049,781,697,798,10165,3725,2776,823,2169,7499,1710,2089,4679,9283,15465,949,2373,17387,39097,25822,4484,2159,209888,12838,5720,29088,10458,278,38252,24744,16362,1355,17135,1246,10235,55210,236368,9858,3166,58473,15804,3748,34025,2734,83417,11166,11610,10736,197382,1120991,650136,3017397,4436321,2994238,138709,1548495,2922963,857134,134098,756609,2380678,1240269,1667764,1141261,1207844,934462,5052169,1092380,15697,4470,7128675,170741,86732,593246,9861,11074,129964,14299,541369,59836,20291,357448,561231,11170,26482,86641,8784,7684,3682,734,319,21,348,757,2164,17871,1514,16,1597,840,466569,0,48,174495,0,8510,1501,4938,601,12582,759,8923,314,216,466,2834,136,5555,55538,6733,7704,3687,729,1193,1006,1144,1139,405397,3259,132,203,238,306,980,161,385757,0,0,0,24628482,3168023,12167065,3685904,82632259,
